Latitude,Longitude,Country
42.70293,0.92443,Spain
42.86721,-5.81553,Spain
42.89077,1.40798,France
42.70709,1.16848,Spain
45.217009999999995,6.580260000000001,France
46.130320000000005,7.31723,Switzerland
44.51911,3.8807699999999996,France
44.516890000000004,4.13238,France
44.70081,3.63109,France
47.39878,8.07237,Switzerland
43.04077,-6.02574,Spain
43.05288,-6.42154,Spain
43.047090000000004,-6.17626,Spain
46.86257,9.13119,Switzerland
43.23809,-5.33996,Spain
47.0256,7.0261,Switzerland
43.04077,-5.97426,Spain
43.05288,-5.57846,Spain
43.42283,-5.10001,Spain
43.250820000000004,-4.601369999999999,Spain
46.30138,6.7926,France
43.98063,3.62341,France
46.84093,6.770589999999999,Switzerland
47.04254,9.13163,Switzerland
45.77915,3.9004,France
47.04193,9.39489,Switzerland
46.50261,8.86968,Switzerland
46.83552,6.50854,Switzerland
42.68108,0.03429,Spain
42.5307,13.41716,Italy
44.52243,2.87417,France
41.43838,42.72587,Turkey
41.24799,42.25516,Turkey
41.26283,42.9707,Turkey
40.52815,41.71523,Turkey
40.70812,42.27747,Turkey
41.06804,41.73734,Turkey
40.7023,42.07865,Turkey
40.53828,42.7566,Turkey
40.52237,42.08247,Turkey
40.91985,39.35626,Turkey
40.89346,41.492740000000005,Turkey
40.898340000000005,42.744479999999996,Turkey
40.88808,42.2701,Turkey
40.53346,41.47935,Turkey
40.90665,40.78093,Turkey
40.54987,40.53526,Turkey
40.55276,40.29913,Turkey
42.72011,2.38936,France
42.89077,-4.59202,Spain
42.87297,-6.42905,Spain
65.89673,16.97514,Sweden
62.49941,9.1941,Norway
62.476769999999995,12.47818,Sweden
62.85185,10.375010000000001,Norway
62.648509999999995,12.13194,Sweden
64.47021,16.03973,Sweden
67.86889000000001,18.859,Sweden
65.01089,14.36359,Sweden
47.03346,7.55227,Switzerland
46.4759,12.52502,Italy
47.36878,12.21862,Austria
47.938559999999995,15.93724,Austria
47.36205,12.04193,Austria
51.17819,15.71527,Poland
50.818529999999996,15.709760000000001,Poland
50.81369,16.27746,Poland
50.27087,16.54353,Poland
50.44658,16.83093,Poland
47.54853,12.20911,Austria
47.36878,11.78138,Austria
47.75864,15.93401,Austria
47.04193,15.39489,Austria
47.04193,14.60511,Austria
49.91928,8.303519999999999,Germany
51.70908,10.59199,Germany
47.189029999999995,11.77197,Austria
47.02983,13.28916,Austria
47.94043,15.669479999999998,Austria
47.01532,11.49981,Austria
48.11847,14.05949,Austria
47.56023,12.74024,Austria
47.5818,15.39894,Austria
47.200590000000005,11.244439999999999,Austria
42.5307,1.41716,Spain
42.180820000000004,20.63675,Kosovo
43.05288,17.57846,Croatia
46.50202,14.609029999999999,Austria
46.66109,12.777999999999999,Austria
46.84093,12.770589999999999,Austria
46.682590000000005,14.86924,Austria
47.76174,15.400310000000001,Austria
46.49905,14.08779,Austria
47.38531,10.98729,Austria
47.39634,13.80739,Austria
47.209720000000004,10.716619999999999,Austria
47.3749,11.51677,Austria
47.038909999999994,9.92137,Austria
47.18235,11.95313,Austria
46.858959999999996,9.918289999999999,Switzerland
45.60089,14.3589,Slovenia
47.020759999999996,11.236889999999999,Austria
65.17333,29.34818,Finland
47.94231,14.8661,Austria
50.81991,15.425870000000002,Poland
46.67005,13.30055,Austria
50.4568,8.013919999999999,Germany
50.62154,12.87953,Germany
47.19512,12.49175,Austria
47.578720000000004,14.0692,Austria
47.21885,15.924479999999999,Austria
47.18235,12.04687,Austria
46.86257,14.86881,Austria
46.673629999999996,13.561910000000001,Austria
45.77915,14.0996,Slovenia
46.681999999999995,15.39226,Austria
47.3749,12.48323,Austria
47.57625,16.19669,Austria
47.21885,9.92448,Austria
47.40062,14.33739,Austria
47.03346,10.44773,Austria
47.39878,14.072370000000001,Austria
